[29-Apr-2022 09:38:33 UTC] PHP Parse error:  syntax error, unexpected '?>' in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors\templates\front\vendor-list.php on line 35
[03-May-2022 10:48:23 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:48:23 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:48:23 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:49:43 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:49:43 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:49:43 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:49:43 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:49:43 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:50:02 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:50:02 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:50:02 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:50:02 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:50:02 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 10:53:59 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:53:59 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:53:59 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:53:59 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:53:59 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:55:45 UTC] PHP Parse error:  syntax error, unexpected '.' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:56:31 UTC] PHP Parse error:  syntax error, unexpected '.' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:56:43 UTC] PHP Parse error:  syntax error, unexpected '/' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:56:55 UTC] PHP Parse error:  syntax error, unexpected '.' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:58:44 UTC] PHP Parse error:  syntax error, unexpected 'esc_url' (T_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 10:58:46 UTC] PHP Parse error:  syntax error, unexpected 'esc_url' (T_STRING), expecting ';' or ',' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:05:58 UTC] PHP Fatal error:  Uncaught Error: Call to undefined function WCVendors_Pro_Vendor_Controller() in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php:1200
Stack trace:
#0 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(307): woocommerce_template_loop_product_link_open('')
#1 C:\xampp\htdocs\meet_demo\wp-includes\class-wp-hook.php(331): WP_Hook->apply_filters('', Array)
#2 C:\xampp\htdocs\meet_demo\wp-includes\plugin.php(474): WP_Hook->do_action(Array)
#3 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\templates\content-product.php(34): do_action('woocommerce_bef...')
#4 C:\xampp\htdocs\meet_demo\wp-includes\template.php(772): require('C:\\xampp\\htdocs...')
#5 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-core-functions.php(284): load_template('C:\\xampp\\htdocs...', false)
#6 C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\templates\archive-product.php(70): wc_get_template_part('content', 'product')
#7 C:\xampp\htdocs\meet_demo\wp-include in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 11:06:12 UTC] PHP Parse error:  syntax error, unexpected ':' in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1200
[03-May-2022 11:06:33 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:06:33 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:06:33 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:06:33 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:06:33 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:11:52 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:11:52 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:11:52 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:11:52 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:11:52 UTC] PHP Warning:  print_r() expects at least 1 parameter, 0 given in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1213
[03-May-2022 11:42:05 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:05 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:05 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:05 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:05 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:19 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[03-May-2022 11:42:19 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[03-May-2022 11:42:44 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:44 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:44 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:44 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:44 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1207
[03-May-2022 11:42:47 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[03-May-2022 11:42:47 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[03-May-2022 11:44:26 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:26 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:26 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:26 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:26 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:46 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in C:\xampp\htdocs\meet_demo\wp-includes\wp-db.php on line 1346
[03-May-2022 11:44:46 UTC] PHP Fatal error:  Allowed memory size of 536870912 bytes exhausted (tried to allocate 262144 bytes) in Unknown on line 0
[03-May-2022 11:44:52 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:52 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:52 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:52 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:44:52 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:29 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:29 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:29 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:29 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:29 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:33 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:33 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:33 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:33 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 11:45:33 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\themes\twentytwenty\functions.php on line 971
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: product in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1170
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: product in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1170
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: product in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1170
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: product in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1170
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: link in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: vendor_shop in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1210
[03-May-2022 12:12:57 UTC] PHP Notice:  Undefined variable: product in C:\xampp\htdocs\meet_demo\wp-content\plugins\woocommerce\includes\wc-template-functions.php on line 1170
[03-May-2022 12:23:23 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-public.php on line 147
[03-May-2022 12:23:23 UTC] PHP Notice:  Trying to get property 'post_author' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-vendor-controller.php on line 1234
[03-May-2022 12:25:15 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-public.php on line 147
[03-May-2022 12:25:15 UTC] PHP Notice:  Trying to get property 'post_author' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-vendor-controller.php on line 1234
[03-May-2022 12:25:19 UTC] PHP Notice:  Trying to get property 'ID' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-public.php on line 147
[03-May-2022 12:25:19 UTC] PHP Notice:  Trying to get property 'post_author' of non-object in C:\xampp\htdocs\meet_demo\wp-content\plugins\wc-vendors-pro\public\class-wcvendors-pro-vendor-controller.php on line 1234
[03-May-2022 12:31:53 UTC] PHP Warning:  exif_read_data(album-1.jpg): Incorrect APP1 Exif Identifier Code in C:\xampp\htdocs\meet_demo\wp-admin\includes\image.php on line 829
